,gender,age_range,age,race,charges,prior_arrest,compas_score,score_numeric
390,Male,25 - 45,27,African-American,arrest case no charge,4,Low,4
391,Male,Less than 25,18,African-American,arrest case no charge,2,High,10
392,Male,25 - 45,31,Caucasian,arrest case no charge,2,Low,3
393,Female,25 - 45,37,African-American,arrest case no charge,2,Low,1
394,Male,25 - 45,31,Caucasian,Possession of Cannabis,0,Low,3
395,Male,25 - 45,27,African-American,Possession of Cocaine,2,High,5
396,Male,Less than 25,20,African-American,Possession Burglary Tools,0,High,6
397,Male,Greater than 45,46,African-American,Battery,5,High,6
398,Male,Less than 25,22,Hispanic,"Poss3,4 Methylenedioxymethcath",0,Medium,6
399,Female,Greater than 45,52,African-American,Burglary Conveyance Unoccup,0,Low,1
400,Female,Less than 25,23,African-American,Carrying Concealed Firearm,0,Low,4
401,Male,Less than 25,20,African-American,arrest case no charge,1,Medium,10
402,Female,Greater than 45,48,African-American,Aggravated Assault W/Dead Weap,0,Low,3
403,Male,Greater than 45,66,African-American,Deliver Cocaine,8,Medium,1
404,Male,25 - 45,25,Caucasian,"Deliver 3,4 Methylenediox",0,Medium,4
405,Male,25 - 45,27,Caucasian,Grand Theft in the 3rd Degree,0,Medium,7
406,Male,25 - 45,30,African-American,Unauth Poss ID Card or DL,11,Medium,6
407,Male,Less than 25,22,African-American,Battery,3,High,7
408,Female,Less than 25,22,Caucasian,Pos Cannabis W/Intent Sel/Del,1,Low,4
409,Male,25 - 45,35,African-American,arrest case no charge,2,High,8
410,Male,25 - 45,32,Caucasian,arrest case no charge,2,Low,4
411,Female,25 - 45,41,African-American,Battery on Law Enforc Officer,2,Low,1
412,Male,25 - 45,35,Caucasian,Burglary Conveyance Unoccup,9,High,8
413,Male,25 - 45,43,African-American,Burglary Dwelling Occupied,0,Low,1
414,Female,25 - 45,25,Other,Aggravated Assault W/Dead Weap,0,Low,3
415,Male,25 - 45,44,African-American,Opert With Susp DL 2nd Offens,24,Medium,3
416,Male,Greater than 45,52,African-American,Possession of Cocaine,3,Medium,2
417,Male,25 - 45,43,African-American,Felony Battery (Dom Strang),0,Low,1
418,Male,25 - 45,37,African-American,DUI Level 0.15 Or Minor In Veh,0,Low,1
419,Female,Less than 25,24,Caucasian,,0,Low,3
420,Male,Greater than 45,47,Other,Battery,1,Low,1
421,Female,Greater than 45,45,Caucasian,arrest case no charge,3,Low,1
422,Male,Less than 25,23,African-American,arrest case no charge,2,Low,4
423,Male,25 - 45,37,Caucasian,arrest case no charge,3,Low,1
424,Male,25 - 45,28,African-American,Possess Cannabis/20 Grams Or Less,3,Low,3
425,Male,Greater than 45,70,Caucasian,Battery,1,Low,1
426,Male,Greater than 45,54,Caucasian,Possession of Cocaine,6,Low,1
427,Male,Greater than 45,58,Caucasian,Battery,9,Medium,2
428,Male,Greater than 45,46,Caucasian,arrest case no charge,3,Low,2
429,Male,Less than 25,21,African-American,Petit Theft,0,High,7
430,Male,25 - 45,26,African-American,Battery,1,High,6
431,Male,25 - 45,38,Hispanic,Crim Use of Personal ID Info,3,Low,1
432,Male,25 - 45,34,Caucasian,Battery,5,Low,4
433,Female,25 - 45,34,Caucasian,Poss Unlaw Issue Id,0,High,4
434,Male,Less than 25,19,African-American,Grand Theft in the 3rd Degree,1,Medium,7
435,Male,25 - 45,34,African-American,Driving License Suspended,5,Low,4
436,Female,25 - 45,32,African-American,Battery,3,Low,3
437,Male,Less than 25,23,Caucasian,Aggravated Assault W/Dead Weap,0,Medium,5
438,Male,25 - 45,34,African-American,Possession of Oxycodone,5,Low,2
439,Male,25 - 45,30,African-American,arrest case no charge,2,Low,2
440,Male,25 - 45,39,African-American,Aggravated Battery / Pregnant,6,Low,1
441,Male,Less than 25,24,Other,Failure To Return Hired Vehicle,0,Low,5
442,Male,25 - 45,33,Caucasian,Driving Under The Influence,1,Low,2
443,Male,25 - 45,33,Caucasian,Possession of Cocaine,0,Low,1
444,Male,25 - 45,40,Caucasian,Viol Injunct Domestic Violence,6,Low,2
445,Male,Greater than 45,58,Caucasian,Agg Fleeing/Eluding High Speed,2,Low,1
446,Female,Less than 25,21,African-American,Battery,0,Medium,7
447,Male,25 - 45,44,Asian,Sexual Battery / Vict 12 Yrs +,2,Low,1
448,Male,Greater than 45,56,African-American,Burglary Structure Unoccup,13,High,3
449,Male,25 - 45,27,Caucasian,Obstruct Officer W/Violence,1,Medium,3
450,Male,Less than 25,21,African-American,Attempted Robbery  No Weapon,1,Medium,7
451,Male,Less than 25,23,African-American,Possess Cannabis/20 Grams Or Less,4,High,5
452,Male,Greater than 45,62,Caucasian,False Imprisonment,0,Low,1
453,Male,Greater than 45,62,Caucasian,,0,Low,1
454,Male,25 - 45,27,African-American,Possess Cannabis/20 Grams Or Less,4,High,10
455,Male,Greater than 45,57,Other,Battery,6,Low,1
456,Male,25 - 45,37,Caucasian,Battery on Law Enforc Officer,5,Low,1
457,Male,25 - 45,43,Other,Grand Theft in the 3rd Degree,2,Low,1
458,Male,Less than 25,22,Caucasian,,0,Low,4
459,Female,25 - 45,32,African-American,Aggrav Battery w/Deadly Weapon,5,Low,1
460,Female,25 - 45,33,African-American,arrest case no charge,2,Low,2
461,Male,Less than 25,23,Hispanic,Burglary Conveyance Unoccup,0,Low,5
462,Male,25 - 45,27,African-American,Battery,0,Low,2
463,Male,25 - 45,44,Caucasian,Battery,0,Low,1
464,Male,25 - 45,28,Caucasian,Battery,3,Low,3
465,Female,25 - 45,42,Caucasian,Possession of Cocaine,0,Low,1
466,Male,Greater than 45,48,African-American,arrest case no charge,5,Medium,3
467,Male,Less than 25,24,Other,Resist Officer w/Violence,9,High,10
468,Male,25 - 45,27,African-American,Aggrav Battery w/Deadly Weapon,0,Low,3
469,Male,Less than 25,20,African-American,Grand Theft (Motor Vehicle),0,High,9
470,Male,25 - 45,39,African-American,,0,High,2
471,Male,Less than 25,24,African-American,Crimin Mischief Damage $1000+,1,High,8
472,Male,25 - 45,31,Caucasian,Felony Petit Theft,6,High,9
473,Male,Less than 25,22,African-American,arrest case no charge,2,Medium,7
474,Female,Greater than 45,51,Caucasian,Battery on Law Enforc Officer,0,Low,1
475,Male,Greater than 45,56,Caucasian,Battery On Parking Enfor Speci,0,Low,1
476,Male,Less than 25,20,Caucasian,Battery,0,Medium,5
477,Male,Greater than 45,54,African-American,Possession of Cocaine,1,Low,2
478,Male,25 - 45,29,African-American,arrest case no charge,7,High,6
479,Male,25 - 45,42,Caucasian,Tampering With A Victim,0,Low,1
480,Male,Less than 25,20,African-American,Grand Theft in the 3rd Degree,0,High,8
481,Male,Greater than 45,53,Caucasian,arrest case no charge,6,Low,1
482,Male,Greater than 45,48,African-American,arrest case no charge,8,High,1
483,Male,Less than 25,24,Other,Felony Battery (Dom Strang),0,Low,3
484,Male,25 - 45,27,Caucasian,arrest case no charge,8,Medium,3
485,Male,Less than 25,24,African-American,Burglary Structure Unoccup,2,High,9
486,Female,Less than 25,22,African-American,Grand Theft in the 3rd Degree,0,Low,4
487,Male,Greater than 45,53,Caucasian,Corrupt Public Servant,36,Medium,9
488,Male,25 - 45,36,Caucasian,Driving Under The Influence,0,Low,1
489,Male,25 - 45,28,Caucasian,Battery,2,Low,4
490,Male,25 - 45,34,Hispanic,,0,Low,1
491,Male,Greater than 45,46,Hispanic,Possession of Cocaine,1,Low,1
492,Male,Less than 25,21,Other,Tampering With Physical Evidence,0,Low,5
493,Male,Greater than 45,45,African-American,Crim Use of Personal ID Info,1,Low,1
494,Male,Less than 25,21,Hispanic,Grand Theft in the 3rd Degree,3,Medium,6
495,Female,25 - 45,36,African-American,Aggrav Battery w/Deadly Weapon,0,Medium,5
496,Female,25 - 45,25,Caucasian,Petit Theft,2,Low,4
497,Female,Less than 25,23,Hispanic,Operating W/O Valid License,1,Low,4
498,Male,Greater than 45,54,Hispanic,Felony Battery,2,Low,1
499,Male,25 - 45,28,Caucasian,Pos Cannabis W/Intent Sel/Del,1,Medium,3
500,Female,Less than 25,21,African-American,Robbery Sudd Snatch No Weapon,0,High,7
501,Male,25 - 45,36,Caucasian,Viol Injunct Domestic Violence,0,Low,3
502,Male,Less than 25,24,African-American,Grand Theft in the 3rd Degree,0,Low,4
503,Male,25 - 45,28,African-American,arrest case no charge,3,Medium,4
504,Male,25 - 45,30,Other,arrest case no charge,1,Low,2
505,Male,25 - 45,29,African-American,Aggravated Assault W/Dead Weap,0,Low,2
506,Male,Less than 25,22,African-American,arrest case no charge,2,High,9
507,Male,25 - 45,31,African-American,arrest case no charge,8,High,5
508,Male,25 - 45,38,African-American,Possession of Cocaine,2,High,5
509,Female,25 - 45,30,Caucasian,Battery,0,Medium,2
510,Male,Greater than 45,51,Hispanic,Assault,1,Low,1
511,Male,25 - 45,33,Other,Felony Battery (Dom Strang),3,Low,1
512,Female,25 - 45,25,African-American,arrest case no charge,2,Medium,5
513,Male,25 - 45,30,Hispanic,,0,Low,2
514,Male,Less than 25,22,African-American,,0,High,8
515,Male,25 - 45,37,African-American,Battery,4,Low,2
516,Male,25 - 45,32,African-American,arrest case no charge,12,High,7
517,Male,Less than 25,23,African-American,Grand Theft in the 3rd Degree,1,Medium,5
518,Male,Greater than 45,47,African-American,Possession Burglary Tools,3,Low,2
519,Female,25 - 45,43,African-American,,0,High,5
520,Female,25 - 45,41,African-American,Viol Injunct Domestic Violence,6,Medium,3
521,Female,25 - 45,32,Hispanic,Possession of Cocaine,1,Low,3
522,Male,25 - 45,37,Caucasian,Forging Bank Bills/Promis Note,0,Low,1
523,Male,Less than 25,19,African-American,Poss Pyrrolidinovalerophenone,2,High,9
524,Male,25 - 45,27,Hispanic,Battery,0,High,6
525,Male,25 - 45,39,Other,Battery,0,Low,1
526,Female,Less than 25,21,Caucasian,Possession of Cocaine,0,Medium,8
527,Male,Greater than 45,69,Caucasian,Aggravated Assault W/dead Weap,0,Low,1
528,Male,25 - 45,36,Caucasian,arrest case no charge,3,Low,3
529,Female,Greater than 45,60,Caucasian,,0,N/A,-1
530,Male,Less than 25,21,Caucasian,arrest case no charge,2,Medium,6
531,Male,25 - 45,26,African-American,Battery,6,High,10
532,Male,Less than 25,22,Caucasian,Possession of Cocaine,0,Low,5
533,Female,Less than 25,23,African-American,Driving While License Revoked,0,Medium,5
534,Male,Less than 25,20,African-American,arrest case no charge,1,Medium,10
535,Male,25 - 45,28,Caucasian,Possession Of Heroin,0,Low,2
536,Male,Greater than 45,45,Caucasian,Battery,0,Medium,1
537,Male,Greater than 45,49,African-American,Grand Theft (Motor Vehicle),3,Medium,4
538,Male,25 - 45,29,African-American,Battery,2,Low,3
539,Male,Less than 25,24,Caucasian,,0,Medium,8
540,Female,Greater than 45,60,Caucasian,Battery,0,Low,1
541,Female,25 - 45,26,African-American,,0,High,10
542,Male,Less than 25,23,African-American,"Poss3,4 Methylenedioxymethcath",3,High,10
543,Male,25 - 45,34,Hispanic,arrest case no charge,2,Medium,2
544,Male,25 - 45,30,Caucasian,Battery,0,Low,2
545,Female,Less than 25,20,Other,arrest case no charge,1,Low,7
546,Male,25 - 45,36,Hispanic,Felony/Driving Under Influence,1,Low,2
547,Male,25 - 45,30,Caucasian,Possession of Cocaine,0,Low,3
548,Male,Less than 25,21,African-American,Grand Theft in the 3rd Degree,1,Low,6
549,Male,25 - 45,34,African-American,Battery,11,High,4
550,Male,25 - 45,25,Hispanic,Burglary Conveyance Unoccup,1,Medium,3
551,Male,25 - 45,25,African-American,arrest case no charge,7,Medium,6
552,Male,Less than 25,22,Caucasian,Possess Cannabis/20 Grams Or Less,2,Medium,5
553,Male,Greater than 45,57,African-American,arrest case no charge,18,High,7
554,Male,25 - 45,29,Caucasian,Burglary Unoccupied Dwelling,2,High,5
555,Male,25 - 45,36,African-American,arrest case no charge,1,Low,1
556,Male,25 - 45,29,African-American,Battery,7,Low,4
557,Male,Less than 25,21,African-American,arrest case no charge,4,High,6
558,Male,Less than 25,21,African-American,Burglary Structure Unoccup,0,Medium,6
559,Male,25 - 45,37,African-American,Possession of Cocaine,1,High,5
560,Male,25 - 45,33,Caucasian,Possession of Cocaine,3,Low,1
561,Male,25 - 45,34,Caucasian,Battery,1,Low,1
562,Male,25 - 45,27,Caucasian,Driving Under The Influence,0,Low,2
563,Female,Greater than 45,50,Caucasian,Battery,1,Low,1
564,Male,25 - 45,26,African-American,arrest case no charge,1,Low,3
565,Male,25 - 45,40,Caucasian,arrest case no charge,0,Medium,9
566,Male,25 - 45,25,African-American,Tamper With Witness/Victim/CI,7,High,7
567,Female,Greater than 45,53,Caucasian,Battery,1,Low,1
568,Male,25 - 45,26,African-American,,0,Low,3
569,Female,Less than 25,24,African-American,Aggravated Assault W/Dead Weap,0,Low,4
570,Male,Greater than 45,47,Caucasian,,0,Low,1
571,Male,25 - 45,39,Caucasian,Battery,2,Low,4
572,Male,25 - 45,42,African-American,arrest case no charge,1,Low,1
573,Male,25 - 45,28,African-American,Battery,1,Low,3
574,Male,Less than 25,24,Caucasian,Disorderly Intoxication,1,Low,4
575,Female,Less than 25,23,Hispanic,Battery,0,Low,4
576,Male,25 - 45,26,African-American,Robbery / No Weapon,6,High,3
577,Male,25 - 45,42,African-American,Battery,3,Medium,3
578,Male,Less than 25,22,Caucasian,Driving Under The Influence,1,Low,4
579,Male,Less than 25,22,African-American,Grand Theft in the 3rd Degree,4,High,9
580,Male,Less than 25,21,Caucasian,arrest case no charge,3,Medium,8
581,Male,25 - 45,37,African-American,Battery on Law Enforc Officer,23,High,4
582,Male,25 - 45,44,Caucasian,DUI Level 0.15 Or Minor In Veh,0,Low,2
583,Male,Greater than 45,64,Caucasian,arrest case no charge,13,High,2
584,Male,25 - 45,35,African-American,Possession of Cannabis,2,Medium,5
585,Male,25 - 45,36,African-American,Possession of Ethylone,8,Medium,4
586,Male,Greater than 45,53,African-American,Felony Driving While Lic Suspd,2,Low,1
587,Male,Greater than 45,60,African-American,arrest case no charge,1,Low,1
588,Male,25 - 45,29,African-American,Possession of Cocaine,7,Low,3
589,Female,25 - 45,44,African-American,arrest case no charge,2,Low,1
590,Male,Greater than 45,48,Caucasian,Felony Petit Theft,23,High,5
591,Male,Less than 25,23,African-American,Grand Theft in the 3rd Degree,0,Low,4
592,Male,Greater than 45,48,Hispanic,arrest case no charge,8,Low,1
593,Male,Less than 25,23,Caucasian,,0,Medium,5
594,Female,Greater than 45,52,Caucasian,Battery,0,Low,1
595,Male,25 - 45,44,African-American,Battery,7,Low,3
596,Male,25 - 45,28,Asian,Poss Pyrrolidinovalerophenone,1,Medium,2
597,Male,25 - 45,27,African-American,Driving While License Revoked,12,High,5
598,Male,25 - 45,28,African-American,arrest case no charge,5,High,6
599,Male,25 - 45,33,Caucasian,Battery,3,Low,1
600,Female,25 - 45,28,Hispanic,arrest case no charge,0,Low,2
601,Male,Greater than 45,47,Caucasian,Possession of Cocaine,5,High,6
602,Male,25 - 45,36,African-American,Throw Deadly Missile Into Veh,14,Medium,3
603,Male,25 - 45,29,African-American,Aggravated Battery / Pregnant,2,Medium,5
604,Male,Less than 25,22,African-American,Unlaw Use False Name/Identity,0,High,7
605,Male,25 - 45,26,African-American,Poss Cocaine/Intent To Del/Sel,6,Medium,7
606,Male,25 - 45,40,Caucasian,Battery,0,Low,1
607,Male,Greater than 45,65,Caucasian,Battery,0,Low,1
608,Male,25 - 45,25,Caucasian,Resist Officer w/Violence,0,Low,3
609,Male,Greater than 45,68,Caucasian,Aggravated Assault W/dead Weap,2,Low,1
610,Female,25 - 45,32,Caucasian,Neglect Child / No Bodily Harm,1,Low,4
611,Male,Greater than 45,56,African-American,Driving While License Revoked,5,Low,3
612,Male,25 - 45,27,African-American,Aggravated Battery / Pregnant,9,High,8
613,Male,Greater than 45,52,Caucasian,Grand Theft in the 3rd Degree,4,Low,1
614,Female,25 - 45,31,African-American,Agg Battery Grt/Bod/Harm,0,Low,2
615,Male,25 - 45,44,African-American,,0,Low,1
616,Male,25 - 45,32,African-American,Battery on Law Enforc Officer,3,Low,2
617,Male,Greater than 45,60,Other,arrest case no charge,4,Low,1
618,Male,25 - 45,35,African-American,arrest case no charge,29,Medium,2
619,Male,25 - 45,31,African-American,arrest case no charge,4,High,8
620,Male,Greater than 45,51,Caucasian,Contempt/Fail To Appear/Summons,3,Low,2
621,Male,Less than 25,23,Hispanic,Exposes Culpable Negligence,1,Low,4
622,Female,25 - 45,39,Caucasian,Disorderly Intoxication,0,Medium,2
623,Male,Greater than 45,56,Caucasian,Battery,0,Low,1
624,Female,Less than 25,22,African-American,"Poss3,4 Methylenedioxymethcath",0,Medium,8
625,Female,25 - 45,27,African-American,Use Scanning Device to Defraud,1,Low,2
626,Female,Greater than 45,47,Caucasian,arrest case no charge,1,Low,1
627,Male,Greater than 45,53,African-American,arrest case no charge,11,Medium,3
628,Male,25 - 45,25,Caucasian,Driving Under The Influence,0,Low,3
629,Male,Less than 25,21,Hispanic,Battery,0,Low,6
630,Male,Less than 25,22,Caucasian,Leaving the Scene of Accident,0,Low,5
631,Female,25 - 45,43,Hispanic,Lve/Scen/Acc/Veh/Prop/Damage,0,Low,1
632,Female,Greater than 45,59,Caucasian,Grand Theft (Motor Vehicle),0,Low,1
633,Female,Greater than 45,58,Caucasian,DUI Property Damage/Injury,2,Low,1
634,Male,Greater than 45,53,African-American,Possession of Cocaine,4,Low,1
635,Male,25 - 45,31,African-American,Aggravated Battery / Pregnant,7,Low,2
636,Male,Less than 25,22,African-American,Robbery / No Weapon,2,Medium,6
637,Male,Less than 25,22,Caucasian,False Ownership Info/Pawn Item,1,Medium,5
638,Male,25 - 45,28,African-American,Uttering a Forged Instrument,8,Medium,6
639,Male,25 - 45,42,Other,arrest case no charge,1,Low,1
640,Male,Less than 25,20,African-American,Grand Theft (Motor Vehicle),0,Medium,8
641,Male,25 - 45,29,Caucasian,Battery,0,Medium,4
642,Female,25 - 45,41,Caucasian,DUI - Enhanced,0,Low,1
643,Male,25 - 45,29,African-American,arrest case no charge,8,High,9
644,Male,Greater than 45,58,African-American,arrest case no charge,21,Medium,4
645,Male,Less than 25,22,African-American,Grand Theft in the 3rd Degree,3,Medium,6
646,Male,Greater than 45,48,Hispanic,Operating W/O Valid License,1,Low,1
647,Male,25 - 45,37,Caucasian,Crimin Mischief Damage $1000+,0,Low,3
648,Male,Greater than 45,57,African-American,Felony Petit Theft,1,Medium,6
649,Male,25 - 45,27,Caucasian,Fleeing or Eluding a LEO,3,Low,1
650,Female,Greater than 45,49,Other,,0,Low,1
651,Male,25 - 45,26,African-American,Burglary Unoccupied Dwelling,3,Low,3
652,Male,25 - 45,29,Caucasian,,0,Medium,3
653,Male,Less than 25,24,Caucasian,"Poss3,4 Methylenedioxymethcath",3,High,5
654,Male,25 - 45,33,Caucasian,Aggravated Battery / Pregnant,0,Low,2
655,Male,25 - 45,28,Caucasian,arrest case no charge,1,Low,3
656,Male,25 - 45,29,African-American,arrest case no charge,2,Medium,3
657,Female,Less than 25,24,African-American,Grand Theft in the 3rd Degree,3,High,9
658,Male,Less than 25,24,Caucasian,Battery,0,Low,2
659,Male,Less than 25,19,Caucasian,Felony Battery (Dom Strang),1,High,8
660,Male,25 - 45,36,Caucasian,Battery,2,Low,1
661,Male,25 - 45,33,Other,Tampering With Physical Evidence,0,Low,1
662,Female,Less than 25,24,Caucasian,"Poss3,4 Methylenedioxymethcath",0,Medium,5
